gene,CHR,GENE,START,END,N_SNPS,start_idx_chr,end_idx_chr,chr_start_idx_gw
NUFIP2,17,NUFIP2,27582853,27621166,2,5574,5575,417132
TAOK1,17,TAOK1,27717942,27871502,12,5591,5602,417132
LOC116236,17,LOC116236,27888310,27894048,2,5605,5606,417132
TP53I13,17,TP53I13,27895738,27900175,2,5607,5608,417132
GIT1,17,GIT1,27900486,27916610,5,5609,5613,417132
ANKRD13B,17,ANKRD13B,27920526,27941779,2,5615,5616,417132
CORO6,17,CORO6,27941773,27948494,2,5617,5618,417132
SSH2,17,SSH2,27952964,28257018,23,5620,5642,417132
EFCAB5,17,EFCAB5,28268685,28435470,13,5643,5655,417132
CCDC55,17,CCDC55,28443833,28513486,3,5656,5658,417132
SLC6A4,17,SLC6A4,28524905,28562715,7,5659,5665,417132
BLMH,17,BLMH,28575222,28619074,9,5668,5676,417132
TMIGD1,17,TMIGD1,28643365,28661065,2,5678,5679,417132
CPD,17,CPD,28705983,28795699,8,5684,5691,417132
CRLF3,17,CRLF3,29109701,29151778,3,5714,5716,417132
ATAD5,17,ATAD5,29159022,29222295,6,5717,5722,417132
CENTA2,17,CENTA2,29248753,29286211,2,5726,5727,417132
RNF135,17,RNF135,29297955,29326927,3,5728,5730,417132
NF1,17,NF1,29421994,29704695,22,5740,5761,417132
OMG,17,OMG,29621667,29624355,2,5755,5756,417132
RAB11FIP4,17,RAB11FIP4,29718641,29865232,29,5763,5791,417132
C17orf79,17,C17orf79,30178898,30186256,2,5881,5882,417132
UTP6,17,UTP6,30190189,30228729,5,5885,5889,417132
SUZ12,17,SUZ12,30264071,30328049,3,5894,5896,417132
LRRC37B,17,LRRC37B,30348154,30380519,2,5900,5901,417132
RHOT1,17,RHOT1,30469472,30552746,9,5907,5915,417132
RHBDL3,17,RHBDL3,30593194,30651680,17,5925,5941,417132
ZNF207,17,ZNF207,30677156,30697468,4,5943,5946,417132
MYO1D,17,MYO1D,30819627,31203902,78,5955,6032,417132
SPACA3,17,SPACA3,31318881,31324892,11,6049,6059,417132
ACCN1,17,ACCN1,31340105,32483825,309,6066,6374,417132
CCL1,17,CCL1,32687398,32690252,2,6420,6421,417132
FLJ44815,17,FLJ44815,32901141,32906388,2,6497,6498,417132
TMEM132E,17,TMEM132E,32907767,32966337,26,6500,6525,417132
CCT6B,17,CCT6B,33254937,33288506,3,6588,6590,417132
LIG3,17,LIG3,33307537,33332088,3,6595,6597,417132
RFFL,17,RFFL,33336130,33416294,8,6599,6606,417132
RAD51L3,17,RAD51L3,33427400,33446888,5,6607,6611,417132
FNDC8,17,FNDC8,33448630,33457751,5,6612,6616,417132
NLE1,17,NLE1,33458367,33469322,2,6617,6618,417132
UNC45B,17,UNC45B,33474835,33516364,7,6620,6626,417132
SLFN5,17,SLFN5,33570085,33594761,9,6632,6640,417132
SLFN11,17,SLFN11,33677327,33700720,7,6657,6663,417132
SLFN12,17,SLFN12,33738080,33759543,7,6672,6678,417132
SLFN13,17,SLFN13,33762114,33775772,8,6680,6687,417132
SLFN14,17,SLFN14,33875143,33885110,5,6717,6721,417132
AP2B1,17,AP2B1,33914281,34053436,20,6725,6744,417132
RASL10B,17,RASL10B,34058757,34070540,4,6746,6749,417132
GAS2L2,17,GAS2L2,34071536,34079897,2,6750,6751,417132
MMP28,17,MMP28,34092875,34122640,7,6756,6762,417132
TAF15,17,TAF15,34136487,34174238,9,6767,6775,417132
C17orf66,17,C17orf66,34181959,34195895,3,6777,6779,417132
CCL5,17,CCL5,34198495,34207377,2,6780,6781,417132
LYZL6,17,LYZL6,34261524,34266510,3,6787,6789,417132
CCL16,17,CCL16,34303534,34308523,3,6801,6803,417132
CCL14,17,CCL14,34310691,34329012,11,6807,6817,417132
CCL15,17,CCL15,34310691,34329012,11,6807,6817,417132
CCL23,17,CCL23,34340096,34345005,3,6820,6822,417132
CCL18,17,CCL18,34391642,34398841,2,6834,6835,417132
MYO19,17,MYO19,34851598,34890725,8,6859,6866,417132
GGNBP2,17,GGNBP2,34900803,34946276,6,6868,6873,417132
MGC4172,17,MGC4172,34948225,34957233,3,6874,6876,417132
LHX1,17,LHX1,35294498,35300494,2,7007,7008,417132
AATF,17,AATF,35306174,35414171,13,7010,7022,417132
ACACA,17,ACACA,35441926,35766902,43,7025,7067,417132
C17orf78,17,C17orf78,35732984,35749662,2,7062,7063,417132
TADA2L,17,TADA2L,35767311,35837226,7,7068,7074,417132
DUSP14,17,DUSP14,35849950,35873588,5,7078,7082,417132
AP1GBP1,17,AP1GBP1,35877932,35969446,10,7085,7094,417132
DDX52,17,DDX52,35972412,36003487,8,7095,7102,417132
HNF1B,17,HNF1B,36046433,36105096,29,7117,7145,417132
LOC284100,17,LOC284100,36202572,36244363,7,7175,7181,417132
MRPL45,17,MRPL45,36452997,36479101,3,7190,7192,417132
GPR179,17,GPR179,36481492,36499693,8,7194,7201,417132
SOCS7,17,SOCS7,36508004,36556019,6,7202,7207,417132
SNIP,17,SNIP,36686258,36762183,12,7236,7247,417132
PCGF2,17,PCGF2,36890149,36904558,4,7267,7270,417132
PIP4K2B,17,PIP4K2B,36921943,36956158,7,7273,7279,417132
CCDC49,17,CCDC49,36957445,36981589,3,7280,7282,417132
LOC388381,17,LOC388381,36991340,36997642,2,7283,7284,417132
RPL23,17,RPL23,37006320,37010053,2,7288,7289,417132
LASP1,17,LASP1,37026367,37078015,19,7293,7311,417132
FBXO47,17,FBXO47,37092717,37123656,2,7313,7314,417132
PLXDC1,17,PLXDC1,37219555,37307772,30,7328,7357,417132
CACNB1,17,CACNB1,37329708,37353901,6,7367,7372,417132
STAC2,17,STAC2,37366788,37381974,3,7378,7380,417132
FBXL20,17,FBXL20,37416839,37557876,13,7387,7399,417132
MED1,17,MED1,37560537,37607527,3,7400,7402,417132
CRKRS,17,CRKRS,37617738,37690800,6,7404,7409,417132
STARD3,17,STARD3,37793411,37819724,6,7425,7430,417132
ERBB2,17,ERBB2,37844392,37884915,7,7432,7438,417132
IKZF3,17,IKZF3,37921198,38020441,9,7442,7450,417132
GSDML,17,GSDML,38060847,38074903,7,7456,7462,417132
ORMDL3,17,ORMDL3,38077295,38083854,2,7463,7464,417132
GSDM1,17,GSDM1,38119225,38134019,5,7475,7479,417132
MED24,17,MED24,38175349,38210889,3,7486,7488,417132
THRA,17,THRA,38219062,38250120,3,7492,7494,417132
NR1D1,17,NR1D1,38249040,38256973,4,7495,7498,417132
MSL-1,17,MSL-1,38278789,38293042,3,7505,7507,417132
CASC3,17,CASC3,38296506,38328431,3,7508,7510,417132
RAPGEFL1,17,RAPGEFL1,38334241,38351906,3,7511,7513,417132
WIPF2,17,WIPF2,38375573,38438439,5,7520,7524,417132
CDC6,17,CDC6,38444145,38459413,3,7525,7527,417132
RARA,17,RARA,38465445,38513894,2,7530,7531,417132
GJD3,17,GJD3,38516904,38520945,4,7532,7535,417132
TOP2A,17,TOP2A,38544795,38574169,3,7538,7540,417132
IGFBP4,17,IGFBP4,38599675,38613982,4,7546,7549,417132
TNS4,17,TNS4,38632079,38657854,9,7555,7563,417132
CCR7,17,CCR7,38710021,38721724,5,7582,7586,417132
KRT24,17,KRT24,38854242,38860002,2,7604,7605,417132
KRT25,17,KRT25,38904272,38911565,2,7621,7622,417132
KRT27,17,KRT27,38933059,38938786,4,7629,7632,417132
KRT28,17,KRT28,38948447,38956211,3,7635,7637,417132
KRT10,17,KRT10,38974368,38978847,2,7644,7645,417132
TMEM99,17,TMEM99,38975373,38992526,2,7645,7646,417132
KRT12,17,KRT12,39017429,39023462,2,7653,7654,417132
KRT20,17,KRT20,39032192,39041479,4,7656,7659,417132
KRT23,17,KRT23,39078951,39093836,6,7675,7680,417132
KRT39,17,KRT39,39114668,39123144,3,7685,7687,417132
KRT40,17,KRT40,39133967,39142590,11,7688,7698,417132
KRTAP3-2,17,KRTAP3-2,39155444,39156138,2,7702,7703,417132
KRTAP1-5,17,KRTAP1-5,39182278,39183454,2,7711,7712,417132
KRTAP9-9,17,KRTAP9-9,39388751,39412616,3,7744,7746,417132
KRT31,17,KRT31,39549976,39553844,2,7768,7769,417132
KRT37,17,KRT37,39576808,39580822,5,7775,7779,417132
KRT32,17,KRT32,39615764,39623638,9,7785,7793,417132
KRT35,17,KRT35,39632940,39637392,2,7795,7796,417132
KRT36,17,KRT36,39642387,39646116,3,7798,7800,417132
KRT13,17,KRT13,39657232,39661865,4,7805,7808,417132
KRT19,17,KRT19,39679868,39684641,2,7815,7816,417132
GAST,17,GAST,39868612,39872221,2,7847,7848,417132
HAP1,17,HAP1,39878890,39890898,7,7849,7855,417132
JUP,17,JUP,39910863,39942949,8,7859,7866,417132
SC65,17,SC65,39958204,39968451,2,7868,7869,417132
FKBP10,17,FKBP10,39968961,39979469,3,7870,7872,417132
NT5C3L,17,NT5C3L,39981422,39992491,3,7873,7875,417132
KLHL11,17,KLHL11,40009798,40021629,2,7877,7878,417132
ACLY,17,ACLY,40023178,40075272,11,7879,7889,417132
TTC25,17,TTC25,40086887,40117668,6,7890,7895,417132
DNAJC7,17,DNAJC7,40128487,40169430,2,7897,7898,417132
DHX58,17,DHX58,40253423,40264751,5,7915,7919,417132
KAT2A,17,KAT2A,40265128,40273382,2,7920,7921,417132
RAB5C,17,RAB5C,40276996,40307022,3,7923,7925,417132
KCNH4,17,KCNH4,40308912,40333296,2,7928,7929,417132
GHDC,17,GHDC,40341105,40346213,2,7930,7931,417132
STAT5B,17,STAT5B,40351194,40428424,11,7932,7942,417132
STAT5A,17,STAT5A,40439564,40463958,3,7943,7945,417132
STAT3,17,STAT3,40465342,40540513,4,7947,7950,417132
PTRF,17,PTRF,40554474,40575274,5,7954,7958,417132
ATP6V0A1,17,ATP6V0A1,40610861,40674597,4,7963,7966,417132
HSD17B1,17,HSD17B1,40703983,40707231,2,7969,7970,417132
COASY,17,COASY,40714091,40718295,2,7971,7972,417132
MLX,17,MLX,40719077,40725221,2,7973,7974,417132
PSMC3IP,17,PSMC3IP,40724332,40729849,3,7975,7977,417132
FAM134C,17,FAM134C,40731532,40761402,5,7979,7983,417132
TUBG2,17,TUBG2,40811310,40819024,4,7992,7995,417132
CNTNAP1,17,CNTNAP1,40834631,40851832,3,7997,7999,417132
EZH1,17,EZH1,40852292,40897071,3,8000,8002,417132
WNK4,17,WNK4,40932695,40949084,3,8005,8007,417132
AOC2,17,AOC2,40996608,41002725,2,8009,8010,417132
AOC3,17,AOC3,41003200,41010140,2,8011,8012,417132
G6PC,17,G6PC,41052814,41065386,2,8019,8020,417132
RUNDC1,17,RUNDC1,41132581,41145707,2,8024,8025,417132
VAT1,17,VAT1,41166621,41174459,2,8028,8029,417132
BRCA1,17,BRCA1,41196313,41277468,9,8030,8038,417132
ARL4D,17,ARL4D,41476352,41478504,2,8051,8052,417132
DHX8,17,DHX8,41561333,41601680,6,8062,8067,417132
ETV4,17,ETV4,41605210,41623762,2,8068,8069,417132
MEOX1,17,MEOX1,41717757,41739262,3,8092,8094,417132
MPP3,17,MPP3,41878166,41910538,4,8113,8116,417132
CD300LG,17,CD300LG,41924546,41940995,7,8118,8124,417132
MPP2,17,MPP2,41952726,41985113,9,8125,8133,417132
PYY,17,PYY,42030106,42081837,8,8141,8148,417132
TMEM101,17,TMEM101,42088555,42092345,2,8149,8150,417132
HDAC5,17,HDAC5,42154120,42201014,6,8155,8160,417132
C17orf53,17,C17orf53,42219325,42239844,4,8163,8166,417132
UBTF,17,UBTF,42282400,42298250,5,8170,8174,417132
SLC4A1,17,SLC4A1,42325757,42345502,10,8177,8186,417132
RUNDC3A,17,RUNDC3A,42385963,42395238,2,8194,8195,417132
SLC25A39,17,SLC25A39,42396995,42402132,3,8198,8200,417132
GPATCH8,17,GPATCH8,42472649,42580802,12,8212,8223,417132
DBF4B,17,DBF4B,42785975,42829632,5,8247,8251,417132
ADAM11,17,ADAM11,42836567,42859214,5,8253,8257,417132
EFTUD2,17,EFTUD2,42928278,42976763,9,8266,8274,417132
GFAP,17,GFAP,42982992,42992868,6,8277,8282,417132
KIF18B,17,KIF18B,43003447,43025082,5,8286,8290,417132
DCAKD,17,DCAKD,43100705,43138473,5,8308,8312,417132
NMT1,17,NMT1,43138679,43186382,9,8313,8321,417132
PLCD3,17,PLCD3,43189007,43209891,7,8322,8328,417132
ACBD4,17,ACBD4,43213053,43221541,3,8330,8332,417132
HEXIM1,17,HEXIM1,43224683,43229468,2,8333,8334,417132
FMNL1,17,FMNL1,43299291,43324683,2,8341,8342,417132
C17orf46,17,C17orf46,43331759,43339479,3,8343,8345,417132
MAP3K14,17,MAP3K14,43340487,43394414,13,8346,8358,417132
ARHGAP27,17,ARHGAP27,43471274,43502997,5,8378,8382,417132
PLEKHM1,17,PLEKHM1,43513265,43568110,4,8385,8388,417132
CRHR1,17,CRHR1,43861685,43913192,27,8474,8500,417132
IMP5,17,IMP5,43922272,43924327,7,8502,8508,417132
MAPT,17,MAPT,43971749,44105699,71,8525,8595,417132
KIAA1267,17,KIAA1267,44107281,44249594,36,8598,8633,417132
NSF,17,NSF,44668037,44834833,16,8643,8658,417132
WNT3,17,WNT3,44841687,44896082,27,8661,8687,417132
WNT9B,17,WNT9B,44928967,44954437,10,8696,8705,417132
GOSR2,17,GOSR2,45000485,45018733,16,8729,8744,417132
CDC27,17,CDC27,45195310,45266665,11,8777,8787,417132
ITGB3,17,ITGB3,45331207,45390077,14,8805,8818,417132
C17orf57,17,C17orf57,45401349,45518677,9,8820,8828,417132
NPEPPS,17,NPEPPS,45608443,45700642,2,8831,8832,417132
KPNB1,17,KPNB1,45727274,45761004,2,8837,8838,417132
TBX21,17,TBX21,45810609,45823485,3,8847,8849,417132
OSBPL7,17,OSBPL7,45884732,45899147,5,8858,8862,417132
LRRC46,17,LRRC46,45909099,45914692,3,8864,8866,417132
SCRN2,17,SCRN2,45915057,45918612,4,8867,8870,417132
SP6,17,SP6,45922279,45933240,2,8871,8872,417132
SP2,17,SP2,45973515,46006323,2,8881,8882,417132
PNPO,17,PNPO,46018916,46026674,2,8884,8885,417132
CDK5RAP3,17,CDK5RAP3,46048428,46059147,3,8889,8891,417132
COPZ2,17,COPZ2,46103532,46115152,2,8901,8902,417132
NFE2L1,17,NFE2L1,46125685,46138907,2,8907,8908,417132
CBX1,17,CBX1,46147413,46178883,3,8911,8913,417132
SNX11,17,SNX11,46184919,46200105,2,8914,8915,417132
SKAP1,17,SKAP1,46210801,46507594,27,8916,8942,417132
HOXB3,17,HOXB3,46626231,46651810,3,8968,8970,417132
HOXB6,17,HOXB6,46673098,46682334,4,8978,8981,417132
HOXB7,17,HOXB7,46684594,46688383,3,8982,8984,417132
C17orf92,17,C17orf92,46799081,46799882,2,9007,9008,417132
HOXB13,17,HOXB13,46802125,46806111,2,9009,9010,417132
TTLL6,17,TTLL6,46839601,46871686,5,9026,9030,417132
CALCOCO2,17,CALCOCO2,46908371,46942229,7,9038,9044,417132
ATP5G1,17,ATP5G1,46970147,46973232,2,9046,9047,417132
UBE2Z,17,UBE2Z,46985766,47006422,7,9050,9056,417132
SNF8,17,SNF8,47007458,47022154,3,9059,9061,417132
GIP,17,GIP,47035917,47045955,2,9064,9065,417132
IGF2BP1,17,IGF2BP1,47074773,47133507,9,9071,9079,417132
B4GALNT2,17,B4GALNT2,47210328,47247122,13,9098,9110,417132
GNGT2,17,GNGT2,47283596,47286743,2,9114,9115,417132
PHOSPHO1,17,PHOSPHO1,47300731,47308128,2,9120,9121,417132
ZNF652,17,ZNF652,47372485,47439835,4,9132,9135,417132
PHB,17,PHB,47481419,47492242,3,9144,9146,417132
NGFR,17,NGFR,47572654,47592372,9,9167,9175,417132
SPOP,17,SPOP,47676245,47755525,12,9191,9202,417132
SLC35B1,17,SLC35B1,47778689,47785282,2,9204,9205,417132
FAM117A,17,FAM117A,47787686,47841519,5,9207,9211,417132
MYST2,17,MYST2,47866070,47906458,2,9213,9214,417132
DLX3,17,DLX3,48067368,48072588,3,9255,9257,417132
ITGA3,17,ITGA3,48133339,48167849,6,9281,9286,417132
PDK2,17,PDK2,48172695,48188423,4,9290,9293,417132
SAMD14,17,SAMD14,48190034,48207167,5,9294,9298,417132
PPP1R9B,17,PPP1R9B,48211100,48227877,4,9300,9303,417132
SGCA,17,SGCA,48243390,48253289,3,9308,9310,417132
COL1A1,17,COL1A1,48261456,48279000,7,9313,9319,417132
TMEM92,17,TMEM92,48351832,48358844,4,9339,9342,417132
XYLT2,17,XYLT2,48423392,48438512,2,9368,9369,417132
MRPL27,17,MRPL27,48445227,48450562,2,9373,9374,417132
EME1,17,EME1,48450589,48458818,4,9375,9378,417132
LRRC59,17,LRRC59,48458598,48474832,3,9379,9381,417132
ACSF2,17,ACSF2,48503518,48552200,8,9383,9390,417132
CHAD,17,CHAD,48541852,48546227,3,9388,9390,417132
MYCBPAP,17,MYCBPAP,48585811,48608862,10,9398,9407,417132
EPN3,17,EPN3,48610047,48621111,6,9408,9413,417132
SPATA20,17,SPATA20,48624561,48633213,3,9414,9416,417132
CACNA1G,17,CACNA1G,48638448,48704542,21,9417,9437,417132
ABCC3,17,ABCC3,48712227,48769063,16,9440,9455,417132
ANKRD40,17,ANKRD40,48772682,48785263,3,9456,9458,417132
CROP,17,CROP,48796976,48830072,4,9462,9465,417132
WFIKKN2,17,WFIKKN2,48912604,48919709,3,9482,9484,417132
SPAG9,17,SPAG9,49042987,49198095,15,9519,9533,417132
NME1,17,NME1,49230919,49239450,3,9542,9544,417132
NME1-NME2,17,NME1-NME2,49230919,49249105,3,9542,9544,417132
MBTD1,17,MBTD1,49254785,49337427,5,9545,9549,417132
UTP18,17,UTP18,49337896,49375292,8,9550,9557,417132
CA10,17,CA10,49707673,50237377,91,9617,9707,417132
KIF2B,17,KIF2B,51900238,51902573,7,9903,9909,417132
TOM1L1,17,TOM1L1,52978051,53039328,6,10060,10065,417132
COX11,17,COX11,53029264,53046054,5,10064,10068,417132
STXBP4,17,STXBP4,53046125,53241449,14,10069,10082,417132
HLF,17,HLF,53342320,53402426,12,10117,10128,417132
MMD,17,MMD,53469973,53499341,3,10148,10150,417132
TMEM100,17,TMEM100,53796987,53809482,2,10209,10210,417132
PCTP,17,PCTP,53828355,53854748,4,10221,10224,417132
ANKFN1,17,ANKFN1,54230835,54560007,47,10274,10320,417132
C17orf67,17,C17orf67,54869273,54893250,4,10421,10424,417132
DGKE,17,DGKE,54911552,54940923,5,10427,10431,417132
TRIM25,17,TRIM25,54965269,54991409,7,10444,10450,417132
COIL,17,COIL,55015560,55038411,3,10451,10453,417132
SCPEP1,17,SCPEP1,55055467,55084129,2,10456,10457,417132
AKAP1,17,AKAP1,55162552,55198710,14,10483,10496,417132
MSI2,17,MSI2,55333930,55757299,151,10535,10685,417132
CUEDC1,17,CUEDC1,55940336,55980750,9,10743,10751,417132
VEZF1,17,VEZF1,56048909,56065615,3,10780,10782,417132
SFRS1,17,SFRS1,56078279,56084707,2,10785,10786,417132
DYNLL2,17,DYNLL2,56160798,56166811,3,10799,10801,417132
OR4D1,17,OR4D1,56232514,56233447,2,10814,10815,417132
OR4D2,17,OR4D2,56247016,56247940,2,10821,10822,417132
EPX,17,EPX,56270121,56282525,5,10833,10837,417132
MKS1,17,MKS1,56282797,56296666,3,10838,10840,417132
LPO,17,LPO,56315847,56345879,7,10843,10849,417132
MPO,17,MPO,56347216,56358296,6,10850,10855,417132
BZRAP1,17,BZRAP1,56378593,56406152,13,10861,10873,417132
SUPT4H1,17,SUPT4H1,56422538,56429563,3,10877,10879,417132
RNF43,17,RNF43,56431037,56494931,11,10880,10890,417132
HSF5,17,HSF5,56497528,56565759,5,10891,10895,417132
MTMR4,17,MTMR4,56566897,56595212,3,10896,10898,417132
SEPT4,17,SEPT4,56597615,56609411,2,10899,10900,417132
C17orf47,17,C17orf47,56618947,56621683,3,10902,10904,417132
TEX14,17,TEX14,56634038,56769416,10,10906,10915,417132
PPM1E,17,PPM1E,56833231,57062534,8,10918,10925,417132
TRIM37,17,TRIM37,57059999,57184266,9,10925,10933,417132
FAM33A,17,FAM33A,57187307,57232800,4,10934,10937,417132
PRR11,17,PRR11,57233092,57279147,2,10938,10939,417132
GDPD1,17,GDPD1,57297833,57351873,4,10940,10943,417132
YPEL2,17,YPEL2,57409052,57479095,16,10953,10968,417132
DHX40,17,DHX40,57642885,57685702,3,10997,10999,417132
CLTC,17,CLTC,57697049,57774317,15,11003,11017,417132
PTRH2,17,PTRH2,57774666,57784856,2,11018,11019,417132
TMEM49,17,TMEM49,57784862,57917952,31,11020,11050,417132
TUBD1,17,TUBD1,57936850,57970296,9,11055,11063,417132
RPS6KB1,17,RPS6KB1,57970442,58027786,12,11064,11075,417132
RNFT1,17,RNFT1,58029722,58042117,3,11076,11078,417132
HEATR6,17,HEATR6,58120551,58156292,6,11080,11085,417132
CA4,17,CA4,58227301,58236906,2,11098,11099,417132
USP32,17,USP32,58254690,58469586,12,11100,11111,417132
C17orf64,17,C17orf64,58499872,58508762,3,11114,11116,417132
APPBP2,17,APPBP2,58520519,58603580,3,11118,11120,417132
PPM1D,17,PPM1D,58677553,58742036,3,11124,11126,417132
BCAS3,17,BCAS3,58755171,59470199,100,11127,11226,417132
TBX2,17,TBX2,59477256,59486827,6,11230,11235,417132
C17orf82,17,C17orf82,59489111,59490641,2,11236,11237,417132
TBX4,17,TBX4,59533806,59561664,10,11245,11254,417132
BRIP1,17,BRIP1,59759984,59940755,17,11289,11305,417132
INTS2,17,INTS2,59942730,60005377,4,11306,11309,417132
MED13,17,MED13,60019965,60142643,9,11310,11318,417132
EFCAB3,17,EFCAB3,60457913,60493837,5,11356,11360,417132
TLK2,17,TLK2,60556385,60692841,9,11362,11370,417132
MRC2,17,MRC2,60704761,60770952,9,11372,11380,417132
MARCH10,17,MARCH10,60778674,60885705,28,11382,11409,417132
TANC2,17,TANC2,61086897,61505067,36,11435,11470,417132
CYB561,17,CYB561,61509664,61523722,4,11472,11475,417132
ACE,17,ACE,61554433,61574979,9,11479,11487,417132
KCNH6,17,KCNH6,61600694,61626338,5,11495,11499,417132
WDR68,17,WDR68,61627821,61671641,5,11500,11504,417132
MAP3K3,17,MAP3K3,61699800,61773670,4,11506,11509,417132
LYK5,17,LYK5,61780194,61819215,3,11510,11512,417132
CCDC47,17,CCDC47,61822609,61851088,3,11514,11516,417132
DDX42,17,DDX42,61851566,61896677,4,11517,11520,417132
FTSJ3,17,FTSJ3,61896792,61905031,2,11521,11522,417132
PSMC5,17,PSMC5,61904809,61909387,3,11522,11524,417132
SMARCD2,17,SMARCD2,61909440,61920351,2,11525,11526,417132
CD79B,17,CD79B,62006097,62009704,2,11536,11537,417132
SCN4A,17,SCN4A,62015913,62050278,10,11538,11547,417132
ICAM2,17,ICAM2,62079954,62097994,2,11560,11561,417132
ERN1,17,ERN1,62120389,62207502,19,11565,11583,417132
TEX2,17,TEX2,62224794,62340653,22,11586,11607,417132
POLG2,17,POLG2,62473901,62493169,4,11626,11629,417132
DDX5,17,DDX5,62495737,62502407,5,11630,11634,417132
CCDC45,17,CCDC45,62503157,62534062,5,11635,11639,417132
SMURF2,17,SMURF2,62540734,62658386,5,11642,11646,417132
GNA13,17,GNA13,63006832,63052754,4,11663,11666,417132
RGS9,17,RGS9,63133548,63223821,15,11688,11702,417132
AXIN2,17,AXIN2,63524682,63557765,13,11794,11806,417132
CCDC46,17,CCDC46,63631657,64187987,106,11837,11942,417132
APOH,17,APOH,64208146,64225556,8,11950,11957,417132
PRKCA,17,PRKCA,64298925,64806862,113,11979,12091,417132
CACNG5,17,CACNG5,64873450,64881357,4,12121,12124,417132
CACNG4,17,CACNG4,64961012,65029518,19,12154,12172,417132
CACNG1,17,CACNG1,65040705,65052911,4,12175,12178,417132
HELZ,17,HELZ,65066553,65241319,19,12180,12198,417132
PSMD12,17,PSMD12,65336618,65362721,3,12219,12221,417132
PITPNC1,17,PITPNC1,65373923,65689647,83,12223,12305,417132
NOL11,17,NOL11,65714060,65740266,4,12312,12315,417132
BPTF,17,BPTF,65821779,65980494,14,12328,12341,417132
ARSG,17,ARSG,66255322,66417000,47,12374,12420,417132
SLC16A6,17,SLC16A6,66264337,66287405,4,12376,12379,417132
WIPI1,17,WIPI1,66417421,66453653,11,12421,12431,417132
PRKAR1A,17,PRKAR1A,66508109,66528910,2,12441,12442,417132
FAM20A,17,FAM20A,66533264,66597095,18,12443,12460,417132
ABCA8,17,ABCA8,66863430,66951533,17,12522,12538,417132
ABCA9,17,ABCA9,66970772,67057136,14,12540,12553,417132
ABCA6,17,ABCA6,67074846,67138015,7,12560,12566,417132
ABCA10,17,ABCA10,67144147,67240956,15,12569,12583,417132
ABCA5,17,ABCA5,67242790,67323290,18,12584,12601,417132
MAP2K6,17,MAP2K6,67410837,67538470,39,12618,12656,417132
KCNJ16,17,KCNJ16,68071425,68131746,15,12749,12763,417132
SLC39A11,17,SLC39A11,70642087,71088832,155,13305,13459,417132
SSTR2,17,SSTR2,71161159,71168062,4,13491,13494,417132
COG1,17,COG1,71189172,71204645,4,13498,13501,417132
C17orf80,17,C17orf80,71228775,71245095,8,13503,13510,417132
CDC42EP4,17,CDC42EP4,71279762,71308143,8,13517,13524,417132
TTYH2,17,TTYH2,72209695,72258157,13,13888,13900,417132
DNAI2,17,DNAI2,72270411,72311023,11,13905,13915,417132
KIF19,17,KIF19,72322350,72351959,7,13923,13929,417132
LOC388419,17,LOC388419,72352555,72357958,2,13930,13931,417132
GPR142,17,GPR142,72363644,72368739,4,13933,13936,417132
GPRC5C,17,GPRC5C,72427666,72443568,2,13955,13956,417132
CD300A,17,CD300A,72462521,72480933,9,13966,13974,417132
CD300LB,17,CD300LB,72517312,72527613,2,13986,13987,417132
LOC100131439,17,LOC100131439,72576110,72588370,2,13998,13999,417132
C17orf77,17,C17orf77,72581056,72590348,6,13998,14003,417132
CD300E,17,CD300E,72608711,72619801,3,14009,14011,417132
RAB37,17,RAB37,72667269,72743474,19,14026,14044,417132
CD300LF,17,CD300LF,72690451,72709108,7,14033,14039,417132
SLC9A3R1,17,SLC9A3R1,72744783,72765494,4,14045,14048,417132
NAT9,17,NAT9,72766685,72772470,2,14050,14051,417132
TMEM104,17,TMEM104,72772621,72835922,18,14052,14069,417132
GRIN2C,17,GRIN2C,72838167,72856007,3,14071,14073,417132
FDXR,17,FDXR,72858618,72869156,3,14074,14076,417132
FADS6,17,FADS6,72873472,72889705,6,14077,14082,417132
OTOP2,17,OTOP2,72920369,72929640,2,14088,14089,417132
OTOP3,17,OTOP3,72931896,72945511,12,14090,14101,417132
C17orf28,17,C17orf28,72946838,72968900,3,14102,14104,417132
CDR2L,17,CDR2L,72983726,73001892,5,14107,14111,417132
ICT1,17,ICT1,73008779,73017356,2,14114,14115,417132
ATP5H,17,ATP5H,73034954,73043074,3,14118,14120,417132
KCTD2,17,KCTD2,73043278,73061981,3,14121,14123,417132
SLC16A5,17,SLC16A5,73084054,73102248,6,14129,14134,417132
